
0.00676811, 0.0876725, 0.119774, -0.119146, 0.00364944, 0.000774342, -0.0314467, -0.586294, -0.74327, 0.384976, 0.0135554, -0.0142902, 

0.00528761, 0.0611973, 0.0872402, -0.108582, 0.00388166, 0.000470213, -0.0277353, -0.47444, -0.558078, 0.460214, 0.00502433, -0.0100384, 

0.00399672, 0.0400421, 0.062919, -0.0965513, 0.00391999, 0.000258439, -0.0238943, -0.373736, -0.414771, 0.502208, -0.00195684, -0.00690217, 

0.00289746, 0.0236198, 0.0449192, -0.0838215, 0.00380318, 0.000114551, -0.020095, -0.285235, -0.305222, 0.516177, -0.00738667, -0.00460781, 

0.00198427, 0.0113088, 0.0317281, -0.0710277, 0.00356896, 2.01606e-05, -0.0164708, -0.209299, -0.222424, 0.507326, -0.0113503, -0.00294262, 

0.00124581, 0.0024834, 0.0221552, -0.0586719, 0.00325217, -3.85358e-05, -0.0131197, -0.145735, -0.160493, 0.481142, -0.0139923, -0.0017525, 

0.000666647, -0.0034608, 0.015277, -0.047128, 0.00288372, -7.18764e-05, -0.010107, -0.0939197, -0.114635, 0.442367, -0.0154827, -0.000914301, 

0.000228831, -0.00708898, 0.0103857, -0.0366577, 0.00249013, -8.75045e-05, -0.00747002, -0.0529191, -0.0810168, 0.395259, -0.0160041, -0.000335624, 

-8.68587e-05, -0.00891407, 0.00694517, -0.0274183, 0.00209302, -9.11276e-05, -0.00522247, -0.0215948, -0.056606, 0.343894, -0.0157651, 4.60111e-05, 

-0.000299831, -0.00938898, 0.00455349, -0.0194811, 0.00170934, -8.69535e-05, -0.00335912, 0.00130138, -0.0390613, 0.291077, -0.0149292, 0.000288094, 

-0.000428853, -0.00890299, 0.00291243, -0.0128494, 0.00135177, -7.80269e-05, -0.00186021, 0.017054, -0.0265811, 0.239462, -0.0136761, 0.000426155, 

-0.00049143, -0.00778163, 0.00180308, -0.00746826, 0.00102862, -6.66034e-05, -0.000695696, 0.0269208, -0.0177933, 0.191026, -0.0121753, 0.000487807, 

-0.000503393, -0.00628922, 0.00106635, -0.00324463, 0.000744698, -5.42717e-05, 0.000170774, 0.0320852, -0.011676, 0.146865, -0.0105388, 0.000498796, 

-0.000478658, -0.00463341, 0.000587532, -6.2536e-05, 0.000502395, -4.2076e-05, 0.000779012, 0.0336273, -0.00747659, 0.107703, -0.00884541, 0.000476899, 

-0.00042911, -0.0029708, 0.000284705, 0.00220921, 0.000301907, -3.06957e-05, 0.00117015, 0.0325056, -0.00463649, 0.0740372, -0.00719354, 0.000433552, 

-0.00036459, -0.0014134, 0.000100068, 0.00370918, 0.000141425, -2.05535e-05, 0.00138444, 0.0295452, -0.00274901, 0.0459605, -0.00564505, 0.000377849, 

-0.000292982, -3.53437e-05, -6.68547e-06, 0.00457582, 1.78425e-05, -1.18907e-05, 0.00145969, 0.0254353, -0.00152116, 0.0233701, -0.00424152, 0.000315185, 

-0.000220364, 0.00112032, -6.32973e-05, 0.00493935, -7.28042e-05, -4.77277e-06, 0.00143021, 0.020732, -0.000743322, 0.00571273, -0.00301021, 0.000254261, 

-0.0001512, 0.00203529, -8.85808e-05, 0.00491813, -0.000134949, 8.55965e-07, 0.00132617, 0.0158701, -0.000268022, -0.00741055, -0.00196134, 0.000196043, 

-8.85582e-05, 0.00271016, -9.509e-05, 0.00461835, -0.00017316, 5.09123e-06, 0.00117327, 0.0111737, 7.65032e-06, -0.0165716, -0.00109558, 0.000142782, 

-3.43301e-05, 0.00315926, -9.10336e-05, 0.00413148, -0.000191926, 8.07458e-06, 0.000992786, 0.00687006, 0.000154607, -0.0223782, -0.000405679, 9.5888e-05, 

1.05462e-05, 0.00340617, -8.16431e-05, 0.0035338, -0.000195477, 9.97376e-06, 0.000801687, 0.00310399, 0.000221011, -0.0254363, 0.000121592, 5.60468e-05, 

4.58806e-05, 0.00347995, -7.0138e-05, 0.00288808, -0.000187727, 1.0943e-05, 0.000612956, -4.75454e-05, 0.000239195, -0.0262214, 0.000498381, 2.14938e-05, 

7.20394e-05, 0.00341206, -5.84092e-05, 0.00224137, -0.000172041, 1.11718e-05, 0.000435962, -0.0025621, 0.000229954, -0.0255155, 0.000756513, -3.19338e-06, 

8.97806e-05, 0.00323411, -4.74916e-05, 0.00162691, -0.000151219, 1.08615e-05, 0.00027709, -0.00445565, 0.000206753, -0.0236411, 0.000909282, -2.1625e-05, 

0.000100115, 0.00297612, -3.78694e-05, 0.00107023, -0.000127739, 1.01351e-05, 0.000140139, -0.00577299, 0.000178134, -0.0208929, 0.000969078, -3.64894e-05, 

0.000104187, 0.00266533, -2.96897e-05, 0.00058762, -0.00010362, 9.09739e-06, 2.66755e-05, -0.00657967, 0.000149053, -0.0177163, 0.000960457, -4.65295e-05, 

0.000103174, 0.00232539, -2.29228e-05, 0.000184414, -8.01536e-05, 7.89594e-06, -6.33763e-05, -0.00695186, 0.000121625, -0.0145402, 0.000916854, -4.9587e-05, 

9.8222e-05, 0.00197608, -1.74362e-05, -0.000138927, -5.83733e-05, 6.63472e-06, -0.000131137, -0.00696761, 9.78379e-05, -0.011327, 0.000825565, -5.13109e-05, 

9.03972e-05, 0.00163328, -1.30553e-05, -0.000385492, -3.89659e-05, 5.37907e-06, -0.000178681, -0.00670439, 7.73985e-05, -0.00839818, 0.00072703, -4.91418e-05, 

8.06515e-05, 0.00130909, -9.63052e-06, -0.000562829, -2.19306e-05, 4.21055e-06, -0.000208364, -0.00623391, 5.95938e-05, -0.0057888, 0.000635797, -4.43401e-05, 

6.98197e-05, 0.00101227, -7.01284e-06, -0.000678469, -7.43453e-06, 3.1696e-06, -0.000222539, -0.0056203, 4.51132e-05, -0.00346244, 0.000523885, -3.89357e-05, 

5.86116e-05, 0.000748497, -5.04292e-06, -0.000740182, 4.21953e-06, 2.26327e-06, -0.00022388, -0.00492039, 3.36839e-05, -0.00147456, 0.00040844, -3.35713e-05, 

4.7599e-05, 0.000520849, -3.57994e-06, -0.000756775, 1.30578e-05, 1.48958e-06, -0.000215181, -0.00418282, 2.48353e-05, 0.000147125, 0.000298621, -2.83244e-05, 

3.72162e-05, 0.000330174, -2.50684e-06, -0.000737398, 1.92843e-05, 8.44868e-07, -0.000199115, -0.00344736, 1.80887e-05, 0.001403, 0.000199503, -2.32524e-05, 

2.77698e-05, 0.000175557, -1.72928e-06, -0.000690936, 2.32006e-05, 3.23669e-07, -0.000178101, -0.0027449, 1.30136e-05, 0.00231399, 0.000113797, -1.84436e-05, 

1.94534e-05, 5.47538e-05, -1.17285e-06, -0.000625579, 2.51562e-05, -8.1838e-08, -0.000154236, -0.00209792, 9.24354e-06, 0.00291457, 4.26566e-05, -1.3997e-05, 

1.23645e-05, -3.54083e-05, -7.78926e-07, -0.000549617, 2.55613e-05, -3.6165e-07, -0.000129251, -0.00152098, 6.51357e-06, 0.00316236, -1.02506e-05, -8.38798e-06, 

6.52463e-06, -9.86298e-05, -5.02812e-07, -0.000469215, 2.47786e-05, -5.28425e-07, -0.000104473, -0.00102102, 4.53097e-06, 0.00326976, -5.23664e-05, -4.95412e-06, 

1.89638e-06, -0.00013884, -3.12104e-07, -0.000387868, 2.30817e-05, -6.23408e-07, -8.09343e-05, -0.000600689, 3.09738e-06, 0.00323803, -8.33845e-05, -2.64453e-06, 

-1.60235e-06, -0.000160016, -1.82911e-07, -0.000308832, 2.07399e-05, -6.68229e-07, -5.93977e-05, -0.000259271, 2.07034e-06, 0.00308487, -0.000103959, -9.41116e-07, 

-4.08542e-06, -0.000166023, -9.75499e-08, -0.000234821, 1.79996e-05, -6.75148e-07, -4.03729e-05, 6.88233e-06, 1.34411e-06, 0.00283604, -0.000115264, 3.87567e-07, 

-5.68636e-06, -0.000160484, -4.2971e-08, -0.000167873, 1.50745e-05, -6.52374e-07, -2.41429e-05, 0.000203757, 8.39045e-07, 0.00251974, -0.000118749, 1.43439e-06, 

-6.54793e-06, -0.000146676, -9.62284e-09, -0.000109337, 1.21406e-05, -6.06533e-07, -1.07996e-05, 0.000339, 4.94885e-07, 0.00216318, -0.000115961, 2.23295e-06, 

-6.81348e-06, -0.000127467, 9.40566e-09, -5.99149e-05, 9.3358e-06, -5.4365e-07, -2.80837e-07, 0.000421257, 2.66257e-07, 0.00179058, -0.000108423, 2.79769e-06, 

-6.62017e-06, -0.000105282, 1.90438e-08, -1.97552e-05, 6.761e-06, -4.694e-07, 7.59244e-06, 0.000459582, 1.1927e-07, 0.0014222, -9.756e-05, 3.14232e-06, 

-6.09402e-06, -8.20916e-05, 2.2748e-08, 1.14459e-05, 4.48354e-06, -3.8904e-07, 1.30815e-05, 0.000462946, 2.88991e-08, 0.00107389, -8.46367e-05, 3.28652e-06, 

-5.34658e-06, -5.94284e-05, 2.28933e-08, 3.43349e-05, 2.54141e-06, -3.07248e-07, 1.64988e-05, 0.000439843, -2.30883e-08, 0.000757224, -7.07342e-05, 3.25682e-06, 

-4.47305e-06, -3.84189e-05, 2.10719e-08, 4.97968e-05, 9.48031e-07, -2.27978e-07, 1.81818e-05, 0.00039801, -4.97683e-08, 0.000479731, -5.6736e-05, 3.08484e-06, 

-3.55162e-06, -1.98257e-05, 1.83187e-08, 5.88615e-05, -3.0278e-07, -1.5436e-07, 1.84709e-05, 0.000344234, -6.03568e-08, 0.000245448, -4.33289e-05, 2.80462e-06, 

-2.64373e-06, -4.09809e-06, 1.52794e-08, 6.26229e-05, -1.23208e-06, -8.86764e-08, 1.76928e-05, 0.000284257, -6.12171e-08, 5.546e-05, -3.10149e-05, 2.45008e-06, 

-1.79513e-06, 8.57339e-06, 1.22893e-08, 6.25967e-05, -1.88086e-06, -4.02421e-08, 1.61453e-05, 0.000222606, -5.83852e-08, -5.75534e-05, -2.08876e-05, 1.42468e-06, 

-1.03775e-06, 1.81873e-05, 9.55462e-09, 5.94414e-05, -2.27644e-06, -1.57383e-09, 1.40854e-05, 0.000162466, -5.10038e-08, -0.000194874, -1.07589e-05, 1.66879e-06, 
